OBJECTID,TREE_ID,TREE_NUMBER,HEIGHT_M,GIRTH,AGE_CLASS,SPECIES_ID,SCIENTIFIC_NAME,POPULAR_NAME,NBN_TAXON_VERSION_KEY,EASTING,NORTHING,LATITUDE,LONGITUDE
449,"{A317087E-76F3-46AC-B9AA-0C0E62378691}","WESTEND51","10-15m.","30","Immature",485,"Acer pseudoplatanus","Sycamore","NBNSYS0000003191",337791.306959513,729727.658110611,56.4555800675161,-3.01094573342774
465,"{B7AE41BE-7D10-4419-809C-EA01FF618D93}","WESTEND52","15-20m.","25-50cm","Immature",416,"Betula pendula","Silver birch","NBNSYS0000003827",337789.653082826,729725.673458587,56.4555620216055,-3.01097208944136
481,"{ADF01866-BB82-4C05-82BC-02E2BFBB74F7}","WESTEND53","15-20m.","70","Semi-mature",,,,,337789.983858164,729720.711828526,56.4555174969229,-3.010965539407
497,"{29328DB0-7117-4930-A0FB-1A8D75450D6C}","WESTEND54","10-15m.","30","Immature",416,"Betula pendula","Silver birch","NBNSYS0000003827",337789.545646997,729712.334215401,56.4554421861724,-3.01097064883767
513,"{5AEF0EB3-9253-461C-9106-D7C0D45A1DA7}","WESTEND55","10-15m.","30","Immature",416,"Betula pendula","Silver birch","NBNSYS0000003827",337790.868748346,729710.349563377,56.455424533657,-3.01094871155594
785,"{BB54816F-285E-4622-A004-68295EEC883B}","EASTEND5","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343921.832495369,732688.668695422,56.4829486699196,-2.91212981026148
801,"{34D1785A-728A-4A4E-9E49-4586B7DB5A3B}","EASTEND6","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343938.30351945,732700.071712093,56.4830530655056,-2.91186486980054
817,"{75DDBD98-EB7B-4048-AEE0-7C24A32EE10A}","EASTEND7","0-5m.","5-10cm.","Young",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343942.949192908,732689.935697274,56.4829625692872,-2.9117872656994
833,"{CA612332-5DF2-48B6-B494-176A26207717}","EASTEND8","0-5m.","5-10cm.","Young",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343962.798888595,732688.246361471,56.48294976042,-2.91146465316655
1,"{78F48771-86B9-4FF5-A546-CC4F4C047C04}",,"0-5m.","150-200cm","Over-mature",354,"Betula maximowicziana","Monarch birch",,,,56.4875525210511,-2.98998268860959
1617,"{08F103BD-BC0F-45F4-A917-7C8FB7455BEC}","EASTEND57","20-25m.","99","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342945.651759725,731086.337655464,56.4684378068035,-2.9276262669382
1633,"{87251576-568F-4730-92A8-FA05BC8DCF37}","EASTEND58","10-15m.","30","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342937.374437682,731085.607303519,56.4684302422845,-2.92776043265769
1649,"{4D8A3C99-9EED-45B7-897C-7A15576FAA09}","EASTEND59","20-25m.","99","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342928.123313046,731103.622651495,56.4685909486018,-2.92791450966861
1665,"{2EE6A068-82BF-404A-B194-8063A9EAE83E}","EASTEND60","20-25m.","99","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342919.115639058,731104.109552792,56.4685942295131,-2.92806079500183
1681,"{026361CB-6C40-4B95-B235-45AC9E6D557C}","EASTEND61","10-15m.","30","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342920.089441651,731086.337655464,56.4684347060439,-2.92804109645517
1697,"{5202B87E-36E6-4E7D-834D-0739ADA14128}","EASTEND62","10-15m.","30","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342911.325218312,731086.824556761,56.4684380163503,-2.92818343043969
1713,"{6662F191-DFB7-4D47-9006-0107413C77E6}","EASTEND63","10-15m.","25-50cm","Semi-mature",,,,,342901.587192379,731087.311458058,56.4684412083056,-2.92834156747629
1729,"{4A9C17E0-F2ED-4E7A-835A-732694B3D814}","EASTEND64","10-15m.","30","Immature",485,"Acer pseudoplatanus","Sycamore","NBNSYS0000003191",342888.927758666,731086.581106113,56.4684331110673,-2.92854684666969
1745,"{50130413-F02A-4345-A8D4-CB59FB0A4E40}","EASTEND65","10-15m.","30","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342876.511775602,731086.581106113,56.4684316036634,-2.92874833522515
1761,"{338F5B03-9EC9-4918-AFBF-567C0E8447E8}","EASTEND66","20-25m.","99","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342867.407515216,731105.358031225,56.4685991676794,-2.92890020014132
1777,"{E6184B27-25B0-4568-91D1-379D4C21B2C2}","EASTEND67","10-15m.","30","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342856.285525271,731086.834612331,56.4684314245262,-2.92907662563121
1793,"{81E1B5D7-7D6B-4CA1-B3C2-161DDAF486FF}","EASTEND68","20-25m.","99","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342846.36226515,731105.688806563,56.4685995827331,-2.92924179986142
1809,"{5C4EB19D-FB42-47AB-AF29-715737B181AC}","EASTEND69","20-25m.","99","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342826.515744906,731106.0195819,56.4686001425282,-2.92956394631927
1825,"{8F9DF6A9-AE53-4846-BA5B-69299267A59E}","EASTEND70","10-15m.","25-50cm","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342825.523418894,731086.834612331,56.4684276870219,-2.92957583787215
1841,"{E3BF9993-1575-42F2-975D-99AB7F0E9F63}","EASTEND71","10-15m.","25-50cm","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342815.269383435,731087.165387669,56.4684294120326,-2.92974231456155
1857,"{81A728A0-AD71-4B78-9C5C-269DBC315158}","EASTEND72","10-15m.","25-50cm","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342807.330775337,731087.165387669,56.4684284470169,-2.92987114350729
1873,"{CD0D4C1E-CB12-43FA-B24D-12BAD05BAD51}","EASTEND73","10-15m.","25-50cm","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342766.769780365,731089.48081503,56.4684443133793,-2.93052988228988
1889,"{9B4F1E00-8CCC-422C-8F3D-54DBB7E96B38}","EASTEND74","10-15m.","25-50cm","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342761.572902884,731107.330775337,56.4686040238574,-2.93061814143624
1905,"{23EE1F0E-4B2B-46C8-89A0-3F73B32FCC2E}","EASTEND75","20-25m.","70","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342750.944165123,731107.622916115,56.4686053548242,-2.93079069118891
1921,"{9B4F6016-1781-4150-B077-6464CD60DDB7}","EASTEND76","20-25m.","70","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342750.652024345,731088.925906324,56.4684373676718,-2.93079132174295
1937,"{02932B06-5866-48B6-9565-F388D0B3E50B}","EASTEND77","20-25m.","70","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342735.168563112,731089.802328658,56.4684433559892,-2.93104278241375
1953,"{F4D7525C-397C-4C32-82FC-19BCBBBBDDC3}","EASTEND78","20-25m.","70","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342720.561524213,731089.51018788,56.4684389535307,-2.93127976340924
1969,"{77F2C142-F67C-4E13-86A7-0ACB6276689B}","EASTEND79","15-20m.","70","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342701.280232866,731090.386610214,56.4684444783238,-2.93159285591924
1985,"{4D699207-A362-4984-91F3-4989EBBC2A5E}","EASTEND80","0-5m.","5-10cm.","Young",490,"Corylus colurna","Turkish Hazel","NBNSYS0000042084",342405.923260122,731447.920613919,56.4716200658188,-2.93646502859007
2001,"{4102A80C-26DA-4FF6-B8A5-9B2EBCC234BE}","EASTEND81","20-25m.","70","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342463.306165653,731302.559936491,56.4703213435542,-2.93550161209443
2017,"{3067A8C3-A268-46B8-A2E0-ABF2A3DBE433}","EASTEND82","0-5m.","5-10cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342468.554379466,731283.880391638,56.4701541909661,-2.93541231199792
2033,"{44F0CAA7-23FF-430A-A6D1-87FB8B25E731}","EASTEND83","5-10m.","15-20cm.",,490,"Corylus colurna","Turkish Hazel","NBNSYS0000042084",342486.339507806,731226.457793067,56.4696405503756,-2.93511099643582
2049,"{43C8BBF1-BD45-4362-909F-FC2AEACB9EF7}","EASTEND84","0-5m.","5-10cm.","Young",490,"Corylus colurna","Turkish Hazel","NBNSYS0000042084",342423.454353004,731434.524212755,56.4715018748803,-2.93617754553476
2065,"{5A30415C-D3E3-4156-B5D1-21EC1CD02FA4}","EASTEND85","0-5m.","5-10cm.","Young",609,"Tilia x europaea","Common lime","NHMSYS0000464453",342427.423657052,731419.97009791,56.4713716241703,-2.93610990775196
2081,"{A9EA23D3-3E80-4616-88CF-B144ACDD2F8F}","EASTEND86","20-25m.","70","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342441.633765547,731372.351680339,56.4709456169171,-2.93586875984403
2097,"{E00D2822-B2D5-4C1D-8EA8-388B598F5033}","EASTEND87","5-10m.","15-20cm.",,490,"Corylus colurna","Turkish Hazel","NBNSYS0000042084",342457.193437418,731322.379994708,56.4704986353165,-2.93560519523777
2113,"{065CE4D0-A3F4-4B83-AA54-79222D4A2E7B}","EASTEND88","20-25m.","70","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",342505.598571051,731163.869806827,56.4690806895033,-2.93478462897354
2129,"{99B34275-017C-4720-BF5E-14BE5F5719F2}","NORTHEAST1","5-10m.","30","Immature",389,"Prunus","Plum spp","NHMSYS0000462080",342125.486107436,733360.032812913,56.4887616956048,-2.941441633281
2145,"{4744CA93-9B60-4621-AC03-52CC2324E1BB}","WESTEND1","5-10m.","30","Semi-mature",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",338320.496163006,730744.218311723,56.4647810819647,-3.00260166780471
2209,"{52D05735-8593-4DC5-BAFB-4F1E0CCDECE8}","EASTEND92","5-10m.","15-20cm.","Immature",609,"Tilia x europaea","Common lime","NHMSYS0000464453",343765.265149511,731183.91214607,56.4694129896711,-2.91434647416167
2225,"{F5C74A20-513A-45C2-ADC1-51951EFB1DDD}","THEFERRY1","10-15m.","100-150cm","Mature",485,"Acer pseudoplatanus","Sycamore","NBNSYS0000003191",346749,730601,56.4645239462105,-2.86580475607156
2241,"{87177540-CA46-4356-84A3-32C1F16E57F9}","THEFERRY2","15-20m.","50-100cm","Mature",643,"Ulmus procera","English elm","NBNSYS0000003812",346760,730607,56.4645790890058,-2.86562748812157
2257,"{39F79758-0C72-4BE3-BDA2-C0727A590626}","THEFERRY3","10-15m.","50-100cm","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",346727,730584,56.4643687450109,-2.86615826768103
2273,"{0D6C7ECE-D834-453E-A08C-E9B0AFB9490A}","THEFERRY4","10-15m.","25-50cm","Mature",643,"Ulmus procera","English elm","NBNSYS0000003812",346733,730589,56.4644143392449,-2.8660619300834
2289,"{C3ACCD8F-62FE-49AB-B366-8C9410D9DBC4}","THEFERRY5","10-15m.","25-50cm","Mature",643,"Ulmus procera","English elm","NBNSYS0000003812",346765,730610,56.4646066037309,-2.86554696735733
2305,"{33A28F27-D4B8-46B6-9E53-216AC15F2FB3}","THEFERRY6","10-15m.","100-150cm","Mature",485,"Acer pseudoplatanus","Sycamore","NBNSYS0000003191",346770,730613,56.464634118404,-2.86546644647631
2321,"{3415C0A0-0018-46F0-A7F0-0A28C66AA83D}","THEFERRY7","15-20m.","50-100cm","Mature",559,"Ulmus minor subsp. sarniensis","Jersey Elm","NHMSYS0000464711",346793,730626,56.4647534988525,-2.86509588547896
2353,"{22DD2AD6-682F-4E5E-8365-950083DBA268}","THEFERRY8","15-20m.","25-50cm","Mature",484,"Acer platanoides","Norway maple","NBNSYS0000003192",347783,731230,56.4702901623948,-2.84915235275174
2369,"{2F6AD8B7-B448-4E02-80E7-490BF78F6B5A}","EASTEND93","5-10m.","5-10cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342175.953162212,731685.324424451,56.4737243985613,-2.94025004905382
2385,"{309CD71D-B19D-4F16-8C66-3A4EC91171BB}","EASTEND94","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342183.50013231,731668.09764488,56.473570581996,-2.94012373312768
2401,"{C2977304-00F3-4B84-8184-ABCCEF8ADC69}","EASTEND95","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342190.554908706,731652.01931728,56.4734270210902,-2.9400056616694
2417,"{C26CFF82-8BDF-4466-A9AC-ED78EDA9A651}","EASTEND96","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342197.781423657,731635.925377084,56.4732833409252,-2.93988480029345
2433,"{C9C20434-FA0F-490E-AB10-BD79F6ED2E7B}","EASTEND97","5-10m.","25-50cm","Immature",421,"Tilia cordata","Small-leaved lime","NHMSYS0000464454",342204,731621,56.4731500337325,-2.93978055821921
2449,"{DE4270EC-3B12-4EB3-8B68-308A95809ADB}","EASTEND98","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342210.898650437,731606.597512569,56.4730215069985,-2.93966539530112
2465,"{ED177020-7F51-4EC3-A442-119057E7DBC9}","EASTEND99","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342217.789362265,731590.51918497,56.4728779254793,-2.93954999006377
2481,"{A0041BA5-B9A7-472D-85D8-160C5D97143D}","EASTEND100","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342222.711299286,731580.238687484,56.472786182645,-2.93946782549022
2497,"{A3033633-7FB6-4E6E-A420-5C0C97DFD8E4}","EASTEND101","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342228.61762371,731566.457263826,56.4726631126122,-2.9393689079195
2513,"{9E1FC8E2-AB7D-4B48-9BDF-FACE016CCAC9}","EASTEND102","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342234.852077269,731551.363323631,56.4725282927462,-2.93926437428704
2529,"{E73FA8D4-F1FF-45CE-991F-7297B57074C8}","EASTEND103","5-10m.","5-10cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342247.977242657,731522.159830643,56.4722675758395,-2.93904487671176
2545,"{8621E12A-ED8F-4675-AE8C-46E88EBA977A}","EASTEND104","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342250.906589045,731515.308811855,56.4722063942854,-2.93899581454022
2561,"{A80D446E-ED9C-421D-870E-FFB85FD4CC71}","EASTEND105","5-10m.","15-20cm.",,656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",342257.141042604,731501.855517333,56.4720863116454,-2.93889164736667
2577,"{54475C44-9667-45AA-B1CB-C5EA2BA0C7FE}","EASTEND106","5-10m.","15-20cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342274.69595131,731461.495633766,56.4717259222451,-2.93859778863386
2593,"{D8CBEF13-7D04-4049-9FDF-9F8C31771C8E}","EASTEND107","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343526.955543795,732489.664990738,56.4811137939138,-2.91849720805293
2609,"{937B3B01-BD4E-4138-B557-BE2B9F48CBEE}","EASTEND108","20-25m.","25-50cm","Semi-mature",559,"Ulmus minor subsp. sarniensis","Jersey Elm","NHMSYS0000464711",343558.048425509,732489.003440064,56.4811115845267,-2.9179923145446
2625,"{F88A78D9-C374-433E-AB1C-6B8E8CDB59E9}","EASTEND109","20-25m.","25-50cm","Semi-mature",559,"Ulmus minor subsp. sarniensis","Jersey Elm","NHMSYS0000464711",343599.170415454,732493.634294787,56.4811581168752,-2.91732575954179
2641,"{B5A70BA2-98CC-4BD8-87F3-4F6EB35453B4}","EASTEND110","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343605.455146864,732506.534532945,56.4812747511969,-2.91722653148312
2657,"{A335C53F-5BA2-452A-BE63-4D717E645BCA}","EASTEND111","20-25m.","70","Semi-mature",559,"Ulmus minor subsp. sarniensis","Jersey Elm","NHMSYS0000464711",343631.255623181,732502.896004234,56.4812451605698,-2.91680690619742
2673,"{4C588546-E4C8-4D93-B734-4FD7AEC81407}","EASTEND112","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343665.325482932,732531.34268325,56.4815047750765,-2.91625998600339
2689,"{5440945D-DBA0-4779-8D93-2A457F67C258}","EASTEND113","0-5m.","15-20cm.",,656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343768.142365705,731179.534532945,56.4693740101825,-2.91429883548318
2705,"{D8A25CDF-FCEF-4A8D-8176-EA608F23D80A}","EASTEND114","0-5m.","15-20cm.",,656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343774.757872453,731180.526858957,56.4693837148287,-2.91419168916214
2721,"{4D13AE38-DD22-45B8-BDF7-AB087B64302A}","EASTEND115","5-10m.","30","Semi-mature",488,"Acer campestre","Field Maple","NBNSYS0000003193",343772.111669754,731187.142365705,56.4694428246245,-2.91423606195614
2737,"{8EE61668-CFA0-4493-839A-5B97E27C902F}","EASTEND116","5-10m.","30","Semi-mature",488,"Acer campestre","Field Maple","NBNSYS0000003193",343757.888330246,731195.742524477,56.4695183782433,-2.91446874521993
2753,"{35D83AE3-A394-4A51-8754-2F44FF73B82F}","EASTEND117","5-10m.","30","Semi-mature",609,"Tilia x europaea","Common lime","NHMSYS0000464453",343785.95051601,731177.311193437,56.4693561666149,-2.9140093536527
2769,"{FD5EE381-2494-401D-9DFD-6B31B49CE1FC}","EASTEND118","0-5m.","15-20cm.","Semi-mature",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343793.227573432,731183.595924848,56.4694134909221,-2.91389261365454
2785,"{5008990E-774D-4CB8-83BD-ACFB6894E0C3}","EASTEND119","0-5m.","15-20cm.","Semi-mature",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343782.642762636,731191.865308283,56.469486508717,-2.91406617614213
2801,"{B7D40B01-69CE-42DA-B9FD-B69BEEC53AE7}","EASTEND120","0-5m.","15-20cm.","Semi-mature",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343790.91214607,731195.834612331,56.4695231525196,-2.91393283184204
2817,"{69161924-9E44-40B4-8070-EF61874546FD}","EASTEND121","0-5m.","15-20cm.","Semi-mature",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343776.027255888,731222.296639322,56.4697590780465,-2.91418010799809
2833,"{49E60946-EC7B-4EB2-B967-A170DEC9DF92}","EASTEND122","5-10m.","30","Semi-mature",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343783.965863985,731227.589044721,56.4698075676597,-2.91405241660203
2849,"{C764B03A-0A66-4AEC-9676-7E5A25FE4642}","EASTEND123","5-10m.","30","Semi-mature",,,,,343784.496163006,731201.703360678,56.4695751039154,-2.91403822187709
2929,"{7ED840DB-21A7-4A1A-A202-716AD1221FAA}","EASTEND128","5-10m.","5-10cm.",,609,"Tilia x europaea","Common lime","NHMSYS0000464453",342169.554644086,731701.074622916,56.4738650923972,-2.94035739812514
2945,"{D5E5747A-6F35-4F5C-B213-B40AE2062989}","EASTEND129","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343469.400635089,732509.511510982,56.4812851557396,-2.91943584412883
2961,"{334C5E5F-3DD4-4D60-A63B-28122A42865C}","EASTEND130","20-25m.","70","Semi-mature",559,"Ulmus minor subsp. sarniensis","Jersey Elm","NHMSYS0000464711",343485.939401958,732496.611272824,56.4811712633029,-2.9191645570241
2977,"{CD327E70-045C-4310-BDAE-A68B48C97548}","EASTEND131","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343539.194231278,732499.257475523,56.4812014311629,-2.91830061139688
2993,"{7339D9AB-7CD7-4280-827C-6FC7C75D28B2}","EASTEND132","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343717.032283673,732574.118549881,56.4818952152212,-2.91542984156723
3009,"{C8EA305A-4A58-4C01-997C-CE9E91EAB6B6}","EASTEND133","20-25m.","70","Semi-mature",559,"Ulmus minor subsp. sarniensis","Jersey Elm","NHMSYS0000464711",343736.217253242,732582.057157978,56.48196882239,-2.91512011014905
3025,"{1CB57F21-8E66-4996-80DD-7F8CFFBF0B14}","EASTEND134","0-5m.","5-10cm.","Young",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343726.29399312,732585.034136015,56.481994376552,-2.91528184821178
3041,"{5561C263-D4D6-47EA-ABF4-FEB7C94C491B}","EASTEND135","0-5m.","5-10cm.","Young",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343731.586398518,732592.641968775,56.48206334975,-2.91519757660019
3057,"{52531F24-04E0-41A7-B55F-D53340CCF4F0}","EASTEND136","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343759.040751522,732610.173061657,56.4822241131501,-2.91475567117262
3073,"{1930E140-6294-4055-9D60-DFE7378CE5CB}","EASTEND137","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343762.348504895,732629.688806563,56.4823998153264,-2.91470619117622
3089,"{B0E83478-720A-48AF-BA86-A9B5D6F449BA}","EASTEND138","5-10m.","15-20cm.",,308,"Betula utilis var. utilis","Himalayan birch",,343782.195025139,732632.004233924,56.4824229877421,-2.91438449941869
3105,"{5E2E10E2-EF1B-4B6F-9596-84C6C65CDA4F}","EASTEND139","5-10m.","15-20cm.",,308,"Betula utilis var. utilis","Himalayan birch",,343777.233395078,732643.250595396,56.4825234185998,-2.91446747782947
3121,"{5A1130DA-EF75-4DC1-AD5C-3815FBB6C1B6}","EASTEND140","0-5m.","5-10cm.","Young",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",344125.247949193,732596.191055835,56.4821421753775,-2.90880761273631
3137,"{96F18E25-0D01-442D-ACAB-20029E35B76E}","EASTEND141","5-10m.","25-50cm","Semi-mature",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",344131.863455941,732605.452765282,56.4822261579441,-2.9087022047587
3153,"{BA0C8503-EF8C-4778-8599-63E3E11AD365}","EASTEND142","5-10m.","25-50cm","Semi-mature",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",344155.017729558,732587.590897063,56.4820684582306,-2.90832248109336
3169,"{C2D72913-9B00-4AF4-BB9A-6FFC94BE3B9D}","EASTEND143","5-10m.","15-20cm.",,308,"Betula utilis var. utilis","Himalayan birch",,344173.523418894,732572.453559143,56.4819346794647,-2.90801881032272
3185,"{F36D37E2-B9FB-43BB-9D08-B1E8F9EF901D}","EASTEND144","0-5m.","5-10cm.","Young",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",344193.369939137,732557.899444297,56.481806298091,-2.90769349978987
3201,"{A66523BC-439E-4E23-9952-6F5679AFB4F2}","EASTEND145","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",344195.478962688,732542.683778777,56.4816698684448,-2.90765599843401
3217,"{5DD6054F-6B1F-4312-A73B-D52C648C5780}","EASTEND146","5-10m.","25-50cm","Semi-mature",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",344216.648584282,732542.022228103,56.4816664378334,-2.9073121909691
3233,"{9269ED8E-4575-4778-B3D3-FBB342150398}","EASTEND147","5-10m.","5-10cm.",,416,"Betula pendula","Silver birch","NBNSYS0000003827",344231.202699127,732522.837258534,56.4814958286483,-2.90707180861777
3249,"{5AA44333-552F-47FA-A676-3CAF1BBA95A9}","EASTEND148","0-5m.","5-10cm.","Young",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343859.327070654,732675.998676899,56.4828273981797,-2.91314181585006
3265,"{87719B79-161C-4D38-9E0C-8F11326C6026}","EASTEND149","5-10m.","25-50cm","Semi-mature",470,"Sorbus aria","Whitebeam","NBNSYS0000003448",343876.220428685,732693.314368881,56.482984958883,-2.91287129821194
3281,"{6D122349-C2DB-4F7D-99C3-D825DB953279}","EASTEND150","0-5m.","5-10cm.","Young",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343890.579783011,732686.134691718,56.4829221788663,-2.91263663364207
3297,"{C993F639-CA51-4313-BFA8-BDE0BD8FE3DE}","EASTEND151","5-10m.","15-20cm.",,308,"Betula utilis var. utilis","Himalayan birch",,343890.579783011,732696.270706536,56.4830132289673,-2.9126388197015
3601,"{B906B594-77FF-4A88-A1AB-443A3066F64E}","WESTEND20","10-15m.","30","Immature",416,"Betula pendula","Silver birch","NBNSYS0000003827",337791.199523684,729708.69568669,56.4554097212353,-3.01094295095511
3617,"{8819C565-177F-4C12-BD5D-11C6E04E0D78}","WESTEND21","5-10m.","15-20cm.",,437,"Prunus avium","Sweet cherry","NBNSYS0000003417",337794.838052395,729701.418629267,56.4553448350489,-3.01088218943369
849,"{A677F037-C982-4564-8F8D-1AF40FEB91DE}","EASTEND41","15-20m.","30","Immature",485,"Acer pseudoplatanus","Sycamore","NBNSYS0000003191",343256.835141572,731096.076210638,56.4685629225989,-2.922578447096
865,"{23F95F76-0F85-4B3C-8E1C-221B802DD7B3}","EASTEND42","10-15m.","30","Immature",485,"Acer pseudoplatanus","Sycamore","NBNSYS0000003191",343220.936755756,731097.415189203,56.4685706191461,-2.9231613066989
881,"{BB23DC40-2736-4436-B76B-81401B11D9C6}","EASTEND43","5-10m.","30","Immature",485,"Acer pseudoplatanus","Sycamore","NBNSYS0000003191",343207.425244774,731097.658639852,56.468571175102,-2.92338062787579
897,"{5F982EF2-DA70-49CC-8F4A-865AE58E94FA}","EASTEND44","5-10m.","5-10cm.",,656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343131.320455147,731083.173326277,56.4684318625934,-2.92461251119969
913,"{50CFD7A0-9A28-4B96-AEF7-62311A3CBA93}","EASTEND45","5-10m.","5-10cm.",,656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343122.069330511,731083.416776925,56.4684329310911,-2.92476269326476
929,"{B80E0EA3-BC68-446D-88EC-6633DF15802C}","EASTEND46","5-10m.","30","Immature",485,"Acer pseudoplatanus","Sycamore","NBNSYS0000003191",343122.49007674,731100.336596983,56.4685849696717,-2.92475956087973
945,"{032E4D59-59E4-4F76-AB7D-4A8B7AF820CB}","EASTEND47","5-10m.","25-50cm","Immature",485,"Acer pseudoplatanus","Sycamore","NBNSYS0000003191",343110.557819529,731099.939137338,56.4685799565972,-2.92495311360519
961,"{AFCF2F6F-0CC9-4E4C-B0BE-72C071A51DD4}","EASTEND48","20-25m.","99","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",343099.266472612,731100.30431331,56.4685818713578,-2.92513643207299
977,"{CD99E4B2-EA45-482A-8D79-7F9E251A2295}","EASTEND49","20-25m.","99","Mature",487,"Ulmus glabra","Wych Elm","NHMSYS0000464701",343089.650172003,731100.547763959,56.4685828950446,-2.92529254090128
993,"{7426F2E1-FA84-464F-A051-4842C7AA9DE5}","EASTEND9","0-5m.","5-10cm.","Young",656,"Sorbus aucuparia","Rowan","NBNSYS0000003438",343969.978565758,732697.115374438,56.4830302849233,-2.91135000527953
